Date,Location,trip_hour,trip_distance_km,trip_duration_min,location_pressure_index,peak_hour,rain_probability,rain_pred_label,rain_risk_level,base_price,demand_supply_multiplier,rain_multiplier,total_multiplier,price_without_rain_signal,price_with_rain_signal,rain_increment,rain_increment_pct
2010-05-14,Witchcliffe,5,7.486,18.159,0.6666666666666666,0,0.082,No,low,21.933,1.147,1.0,1.147,25.15,25.15,0.0,0.0
2014-07-31,Witchcliffe,18,7.769,31.097,0.6666666666666666,1,0.076,No,low,27.748,1.327,1.0,1.327,36.813,36.813,0.0,0.0
2016-12-03,Nhil,8,5.559,18.266,0.6666666666666666,1,0.079,No,low,19.376,1.327,1.0,1.327,25.706,25.706,0.0,0.0
2014-07-29,Nuriootpa,21,2.003,10.661,0.0,0,0.963,Yes,very_high,11.382,1.0,1.516,1.516,11.382,17.257,5.876,51.625
2009-11-22,Townsville,8,4.189,12.15,0.6666666666666666,1,0.306,No,low,14.958,1.327,1.036,1.374,19.844,20.554,0.709,3.575
2015-06-21,Ballarat,6,13.753,52.609,0.8333333333333334,0,0.077,No,low,44.863,1.183,1.0,1.183,53.087,53.087,0.0,0.0
2010-04-07,NorahHead,19,17.874,46.904,0.8333333333333334,1,0.883,Yes,very_high,48.03,1.363,1.444,1.969,65.481,94.567,29.086,44.418
2011-06-27,Moree,7,8.407,22.372,0.0,1,0.078,No,low,24.946,1.18,1.0,1.18,29.436,29.436,0.0,0.0
2013-10-16,Woomera,7,2.069,4.91,1.0,1,0.088,No,low,9.055,1.4,1.0,1.4,12.677,12.677,0.0,0.0
2014-10-17,MelbourneAirport,16,4.215,13.772,0.8333333333333334,1,0.008,No,low,15.675,1.363,1.0,1.363,21.37,21.37,0.0,0.0
2010-04-12,BadgerysCreek,20,5.316,10.717,0.6666666666666666,0,0.008,No,low,15.878,1.147,1.0,1.147,18.206,18.206,0.0,0.0
2015-05-31,Hobart,7,4.789,12.89,0.16666666666666666,1,0.782,Yes,high,16.079,1.217,1.358,1.653,19.563,26.573,7.01,35.834
2015-10-08,Adelaide,9,8.969,25.251,0.0,1,0.011,No,low,26.913,1.18,1.0,1.18,31.758,31.758,0.0,0.0
2016-08-30,Adelaide,18,7.276,19.202,0.0,1,0.866,Yes,very_high,22.088,1.18,1.429,1.687,26.064,37.251,11.188,42.926
2013-08-24,NorfolkIsland,22,1.977,9.992,1.0,0,0.85,Yes,very_high,11.066,1.22,1.416,1.727,13.5,19.112,5.612,41.568
2014-02-18,Sydney,14,2.852,10.41,0.3333333333333333,0,0.774,Yes,high,12.423,1.073,1.351,1.45,13.334,18.016,4.683,35.121
2012-10-27,Tuggeranong,6,8.385,29.438,0.8333333333333334,0,0.094,No,low,27.883,1.183,1.0,1.183,32.995,32.995,0.0,0.0
2012-10-18,PerthAirport,0,10.74,31.284,0.6666666666666666,0,0.017,No,low,31.838,1.147,1.0,1.147,36.507,36.507,0.0,0.0
2015-04-17,Hobart,8,5.361,14.627,0.16666666666666666,1,0.249,No,low,17.58,1.217,1.013,1.232,21.389,21.66,0.271,1.266
2013-04-14,Cobar,6,11.571,22.742,0.5,0,0.005,No,low,29.372,1.11,1.0,1.11,32.603,32.603,0.0,0.0
2012-07-31,MelbourneAirport,17,4.957,23.819,0.8333333333333334,1,0.065,No,low,20.897,1.363,1.0,1.363,28.489,28.489,0.0,0.0
2010-09-12,Penrith,6,2.273,11.69,0.3333333333333333,0,0.238,No,low,12.179,1.073,1.009,1.083,13.072,13.191,0.119,0.911
2015-03-16,Williamtown,14,6.856,19.42,0.5,0,0.105,No,low,21.613,1.11,1.0,1.11,23.99,23.99,0.0,0.0
2017-01-23,GoldCoast,17,22.711,86.287,0.0,1,0.237,No,low,71.1,1.18,1.009,1.19,83.898,84.626,0.727,0.867
2010-11-06,CoffsHarbour,16,1.617,11.025,0.6666666666666666,1,0.997,Yes,very_high,11.013,1.327,1.547,2.052,14.611,22.599,7.988,54.676
2015-03-07,Moree,7,11.301,41.553,0.0,1,0.058,No,low,36.909,1.18,1.0,1.18,43.552,43.552,0.0,0.0
2013-09-23,WaggaWagga,19,6.607,19.359,0.0,1,0.856,Yes,very_high,21.251,1.18,1.421,1.677,25.076,35.631,10.555,42.094
2009-02-28,Cairns,17,2.723,11.069,0.16666666666666666,1,0.686,Yes,high,12.525,1.217,1.281,1.559,15.239,19.521,4.282,28.099
2017-03-08,Adelaide,18,1.0,6.209,0.0,1,0.049,No,low,8.158,1.18,1.0,1.18,9.626,9.626,0.0,0.0
2015-03-03,SydneyAirport,6,1.0,7.98,0.5,0,0.126,No,low,8.902,1.11,1.0,1.11,9.881,9.881,0.0,0.0
2012-10-03,WaggaWagga,6,3.051,14.48,0.0,0,0.01,No,low,14.4,1.0,1.0,1.0,14.4,14.4,0.0,0.0
2015-04-19,Watsonia,21,5.919,18.34,0.3333333333333333,0,0.678,Yes,high,19.894,1.073,1.274,1.368,21.353,27.211,5.858,27.435
2014-05-05,Katherine,11,8.0,20.848,0.3333333333333333,0,0.014,No,low,23.756,1.073,1.0,1.073,25.498,25.498,0.0,0.0
2010-03-04,Nuriootpa,8,9.193,24.113,0.0,1,0.262,No,low,26.739,1.18,1.018,1.201,31.551,32.104,0.553,1.751
2016-09-18,CoffsHarbour,13,5.576,17.023,0.6666666666666666,0,0.939,Yes,very_high,18.877,1.147,1.494,1.713,21.645,32.339,10.694,49.404
2016-12-14,Darwin,17,5.01,11.92,1.0,1,0.878,Yes,very_high,15.969,1.4,1.44,2.016,22.357,32.196,9.839,44.009
2011-12-24,PearceRAAF,22,3.574,12.756,0.16666666666666666,0,0.004,No,low,14.383,1.037,1.0,1.037,14.91,14.91,0.0,0.0
2013-04-27,AliceSprings,8,6.015,17.229,0.5,1,0.026,No,low,19.556,1.29,1.0,1.29,25.227,25.227,0.0,0.0
2015-01-07,MountGinini,21,2.755,11.922,0.3333333333333333,0,0.957,Yes,very_high,12.927,1.073,1.51,1.621,13.875,20.955,7.081,51.033
2015-11-13,Portland,1,1.692,5.503,0.8333333333333334,0,0.126,No,low,8.796,1.183,1.0,1.183,10.409,10.409,0.0,0.0
2015-03-06,Sydney,15,4.8,13.879,0.3333333333333333,0,0.058,No,low,16.509,1.073,1.0,1.073,17.72,17.72,0.0,0.0
2010-12-05,NorahHead,16,7.613,22.847,0.8333333333333334,1,0.396,No,moderate,24.073,1.363,1.082,1.475,32.82,35.52,2.699,8.225
2012-07-28,Watsonia,6,1.391,6.547,0.3333333333333333,0,0.843,Yes,very_high,8.828,1.073,1.41,1.513,9.475,13.357,3.881,40.962
2016-04-27,Williamtown,6,3.051,7.965,0.5,0,0.579,Yes,moderate,11.664,1.11,1.201,1.333,12.947,15.545,2.598,20.067
2014-05-19,Canberra,12,4.678,13.493,0.3333333333333333,0,0.059,No,low,16.182,1.073,1.0,1.073,17.369,17.369,0.0,0.0
2017-04-01,MountGambier,22,4.61,11.724,0.16666666666666666,0,0.141,No,low,15.348,1.037,1.0,1.037,15.911,15.911,0.0,0.0
2013-08-14,Ballarat,16,6.493,14.715,0.8333333333333334,1,0.924,Yes,very_high,19.146,1.363,1.48,2.018,26.102,38.637,12.535,48.025
2011-09-13,MountGinini,21,13.513,36.115,0.3333333333333333,0,0.144,No,low,37.61,1.073,1.0,1.073,40.368,40.368,0.0,0.0
2013-05-06,BadgerysCreek,19,1.0,7.753,0.6666666666666666,1,0.121,No,low,8.806,1.327,1.0,1.327,11.683,11.683,0.0,0.0
2014-10-01,Adelaide,13,13.887,41.878,0.0,0,0.04,No,low,40.536,1.0,1.0,1.0,40.536,40.536,0.0,0.0
2012-02-01,NorahHead,18,13.144,33.15,0.8333333333333334,1,0.962,Yes,very_high,35.867,1.363,1.515,2.066,48.899,74.093,25.194,51.523
2015-09-05,Nhil,0,8.085,23.306,0.6666666666666666,0,0.097,No,low,24.903,1.147,1.0,1.147,28.555,28.555,0.0,0.0
2014-02-14,Albury,6,5.294,17.043,0.3333333333333333,0,0.354,No,moderate,18.505,1.073,1.059,1.137,19.862,21.039,1.177,5.926
2015-08-21,Melbourne,19,2.798,8.962,0.6666666666666666,1,0.768,Yes,high,11.741,1.327,1.346,1.786,15.576,20.968,5.392,34.615
2012-05-02,PearceRAAF,18,8.022,21.567,0.16666666666666666,1,0.086,No,low,24.087,1.217,1.0,1.217,29.306,29.306,0.0,0.0
2015-12-07,Adelaide,8,5.48,14.386,0.0,1,0.499,No,moderate,17.64,1.18,1.146,1.352,20.815,23.845,3.03,14.558
2017-03-19,Albury,14,3.631,13.589,0.3333333333333333,0,0.034,No,low,14.809,1.073,1.0,1.073,15.895,15.895,0.0,0.0
2009-09-30,Walpole,16,7.889,32.651,0.16666666666666666,1,0.626,Yes,high,28.564,1.217,1.235,1.502,34.752,42.907,8.155,23.466
2012-08-25,Sydney,20,8.773,24.601,0.3333333333333333,0,0.033,No,low,26.376,1.073,1.0,1.073,28.31,28.31,0.0,0.0
2010-01-10,Sydney,16,10.688,37.228,0.3333333333333333,1,0.208,No,low,34.264,1.253,1.001,1.255,42.944,42.994,0.049,0.115
2013-09-25,AliceSprings,11,2.562,10.546,0.5,0,0.018,No,low,12.087,1.11,1.0,1.11,13.417,13.417,0.0,0.0
2015-10-15,AliceSprings,10,9.837,21.225,0.5,0,0.002,No,low,26.394,1.11,1.0,1.11,29.297,29.297,0.0,0.0
2010-02-22,Dartmoor,12,3.68,11.358,0.8333333333333334,0,0.934,Yes,very_high,13.939,1.183,1.489,1.762,16.494,24.566,8.071,48.935
2011-05-31,AliceSprings,17,5.304,17.658,0.5,1,0.001,No,low,18.776,1.29,1.0,1.29,24.221,24.221,0.0,0.0
2012-04-04,Melbourne,20,6.018,15.669,0.6666666666666666,0,0.171,No,low,18.905,1.147,1.0,1.147,21.678,21.678,0.0,0.0
2010-04-01,Canberra,12,9.338,30.295,0.3333333333333333,0,0.07,No,low,29.53,1.073,1.0,1.073,31.696,31.696,0.0,0.0
2012-08-26,Perth,8,7.376,24.286,0.5,1,0.197,No,low,24.358,1.29,1.0,1.29,31.422,31.422,0.0,0.0
2013-10-15,Williamtown,8,3.586,11.305,0.5,1,0.004,No,low,13.789,1.29,1.0,1.29,17.788,17.788,0.0,0.0
2010-09-20,Canberra,18,1.0,4.674,0.3333333333333333,1,0.01,No,low,7.513,1.253,1.0,1.253,9.416,9.416,0.0,0.0
2009-01-05,Bendigo,19,6.442,16.264,1.0,1,0.031,No,low,19.728,1.4,1.0,1.4,27.619,27.619,0.0,0.0
2013-07-07,Uluru,6,5.155,18.009,1.0,0,0.013,No,low,18.723,1.22,1.0,1.22,22.842,22.842,0.0,0.0
2015-01-21,Portland,5,1.598,5.852,0.8333333333333334,0,0.586,Yes,moderate,8.815,1.183,1.206,1.427,10.431,12.575,2.144,20.552
2009-04-01,Witchcliffe,16,5.579,17.287,0.6666666666666666,1,0.008,No,low,18.992,1.327,1.0,1.327,25.196,25.196,0.0,0.0
2014-12-24,Penrith,6,4.637,11.373,0.3333333333333333,0,0.728,Yes,high,15.236,1.073,1.314,1.41,16.354,21.488,5.134,31.397
2013-06-16,Cairns,19,10.622,27.844,0.16666666666666666,1,0.517,Yes,moderate,30.235,1.217,1.157,1.408,36.786,42.576,5.791,15.742
2011-12-20,SydneyAirport,9,14.473,38.132,0.5,1,0.56,Yes,moderate,39.753,1.29,1.187,1.531,51.282,60.865,9.583,18.687
2014-08-13,Newcastle,6,8.635,41.623,0.5,0,0.793,Yes,high,33.338,1.11,1.367,1.518,37.006,50.602,13.596,36.741
2009-06-28,Moree,21,4.45,10.575,0.0,0,0.513,Yes,moderate,14.649,1.0,1.155,1.155,14.649,16.922,2.273,15.518
2014-07-21,Ballarat,7,4.934,17.018,0.8333333333333334,1,0.116,No,low,18.008,1.363,1.0,1.363,24.552,24.552,0.0,0.0
2010-08-27,MelbourneAirport,8,2.49,8.647,0.8333333333333334,1,0.935,Yes,very_high,11.193,1.363,1.49,2.032,15.26,22.742,7.482,49.031
2013-09-30,Canberra,7,2.877,8.11,0.3333333333333333,1,0.665,Yes,high,11.49,1.253,1.264,1.584,14.401,18.206,3.804,26.417
2013-09-25,Canberra,6,4.269,18.643,0.3333333333333333,0,0.383,No,moderate,17.793,1.073,1.075,1.154,19.098,20.528,1.431,7.491
2014-06-15,Mildura,1,3.956,13.428,1.0,0,0.022,No,low,15.18,1.22,1.0,1.22,18.519,18.519,0.0,0.0
2009-01-09,Launceston,4,1.517,7.788,0.5,0,0.031,No,low,9.519,1.11,1.0,1.11,10.566,10.566,0.0,0.0
2011-01-13,BadgerysCreek,7,10.691,28.216,0.6666666666666666,1,0.353,No,moderate,30.484,1.327,1.059,1.405,40.443,42.822,2.379,5.883
2015-10-24,BadgerysCreek,4,11.633,21.964,0.6666666666666666,0,0.063,No,low,29.13,1.147,1.0,1.147,33.403,33.403,0.0,0.0
2011-10-12,Witchcliffe,16,10.477,20.801,0.6666666666666666,1,0.929,Yes,very_high,27.081,1.327,1.485,1.97,35.927,53.347,17.42,48.486
2011-08-24,Bendigo,17,11.88,34.5,1.0,1,0.023,No,low,34.728,1.4,1.0,1.4,48.619,48.619,0.0,0.0
2009-09-24,MountGinini,11,17.07,47.743,0.3333333333333333,0,0.938,Yes,very_high,47.296,1.073,1.493,1.602,50.765,75.792,25.027,49.3
2013-12-21,Richmond,9,2.528,10.481,1.0,1,0.239,No,low,12.015,1.4,1.009,1.413,16.82,16.975,0.154,0.916
2016-10-02,Perth,14,16.622,31.858,0.5,0,0.211,No,low,40.02,1.11,1.002,1.112,44.422,44.499,0.077,0.173
2010-10-31,WaggaWagga,20,3.57,7.412,0.0,0,0.323,No,low,12.132,1.0,1.044,1.044,12.132,12.666,0.534,4.4
2015-05-07,SalmonGums,19,7.087,20.229,0.16666666666666666,1,0.066,No,low,22.264,1.217,1.0,1.217,27.087,27.087,0.0,0.0
2015-01-28,Wollongong,3,1.198,7.905,0.8333333333333334,0,0.912,Yes,very_high,9.138,1.183,1.47,1.74,10.813,15.896,5.083,47.006
2012-07-10,Portland,7,3.235,16.589,0.8333333333333334,1,0.979,Yes,very_high,15.535,1.363,1.531,2.087,21.179,32.42,11.241,53.077
2011-10-06,Tuggeranong,8,8.792,22.187,0.8333333333333334,1,0.874,Yes,very_high,25.388,1.363,1.437,1.959,34.612,49.731,15.118,43.679
2013-12-03,Katherine,8,7.31,16.601,0.3333333333333333,1,0.839,Yes,very_high,21.041,1.253,1.406,1.762,26.371,37.073,10.702,40.583
2009-09-22,Cairns,15,3.518,17.454,0.16666666666666666,0,0.071,No,low,16.281,1.037,1.0,1.037,16.877,16.877,0.0,0.0
2014-07-20,WaggaWagga,12,4.932,14.859,0.0,0,0.038,No,low,17.1,1.0,1.0,1.0,17.1,17.1,0.0,0.0
2008-03-28,Canberra,3,2.98,9.393,0.3333333333333333,0,0.043,No,low,12.167,1.073,1.0,1.073,13.06,13.06,0.0,0.0
2010-09-07,Wollongong,10,8.777,23.767,0.8333333333333334,0,0.411,No,moderate,26.031,1.183,1.091,1.291,30.803,33.61,2.807,9.113
2008-06-09,Sydney,14,11.139,20.204,0.3333333333333333,0,0.985,Yes,very_high,27.723,1.073,1.536,1.649,29.756,45.714,15.958,53.628
2012-05-19,Dartmoor,6,2.537,6.319,0.8333333333333334,0,0.468,No,moderate,10.279,1.183,1.126,1.332,12.163,13.695,1.532,12.595
2011-09-06,MountGambier,19,4.589,17.203,0.16666666666666666,1,0.969,Yes,very_high,17.62,1.217,1.521,1.851,21.438,32.608,11.17,52.105
2010-09-02,Penrith,4,1.462,9.417,0.3333333333333333,0,0.813,Yes,very_high,10.128,1.073,1.384,1.486,10.871,15.048,4.177,38.425
2013-04-14,Walpole,21,5.466,16.163,0.16666666666666666,0,0.327,No,low,18.367,1.037,1.046,1.084,19.041,19.91,0.869,4.565
2012-02-21,Sale,6,6.606,23.005,0.0,0,0.507,Yes,moderate,22.78,1.0,1.151,1.151,22.78,26.223,3.443,15.113
2012-06-14,Launceston,19,5.772,21.133,0.5,1,0.872,Yes,very_high,20.869,1.29,1.435,1.851,26.921,38.624,11.703,43.473
2010-02-23,Newcastle,20,6.267,14.551,0.5,0,0.727,Yes,high,18.771,1.11,1.313,1.458,20.836,27.365,6.528,31.331
2012-05-27,Newcastle,22,4.25,14.298,0.5,0,0.195,No,low,15.943,1.11,1.0,1.11,17.697,17.697,0.0,0.0
2013-04-10,SalmonGums,19,4.323,11.817,0.16666666666666666,1,0.069,No,low,14.999,1.217,1.0,1.217,18.249,18.249,0.0,0.0
2012-03-21,Darwin,18,4.181,15.693,1.0,1,0.686,Yes,high,16.435,1.4,1.281,1.793,23.009,29.473,6.464,28.094
2013-08-31,CoffsHarbour,17,3.161,11.605,0.6666666666666666,1,0.259,No,low,13.341,1.327,1.016,1.348,17.699,17.986,0.286,1.618
2012-06-17,GoldCoast,18,3.465,11.749,0.0,1,0.076,No,low,13.812,1.18,1.0,1.18,16.298,16.298,0.0,0.0
2015-05-17,Dartmoor,6,6.409,19.06,0.8333333333333334,0,0.035,No,low,20.857,1.183,1.0,1.183,24.681,24.681,0.0,0.0
2017-02-14,WaggaWagga,15,10.699,24.135,0.0,0,0.042,No,low,28.78,1.0,1.0,1.0,28.78,28.78,0.0,0.0
2011-05-12,Sale,14,2.186,12.164,0.0,0,0.875,Yes,very_high,12.26,1.0,1.437,1.437,12.26,17.622,5.362,43.739
2016-12-24,Darwin,19,4.311,12.366,1.0,1,0.865,Yes,very_high,15.214,1.4,1.429,2.0,21.299,30.431,9.132,42.873
2010-08-04,Melbourne,13,1.813,14.0,0.6666666666666666,0,0.869,Yes,very_high,12.528,1.147,1.432,1.643,14.365,20.578,6.213,43.247
2016-12-02,AliceSprings,11,3.205,7.698,0.5,0,0.429,No,moderate,11.76,1.11,1.102,1.223,13.053,14.38,1.326,10.16
2016-02-12,CoffsHarbour,16,3.619,10.601,0.6666666666666666,1,0.404,No,moderate,13.539,1.327,1.087,1.442,17.961,19.526,1.565,8.712
2016-08-23,AliceSprings,8,5.206,13.725,0.5,1,0.828,Yes,very_high,16.993,1.29,1.397,1.802,21.921,30.618,8.697,39.677
2017-03-12,Sydney,6,5.108,17.106,0.3333333333333333,0,0.132,No,low,18.28,1.073,1.0,1.073,19.62,19.62,0.0,0.0
2016-08-27,Watsonia,13,4.56,18.047,0.3333333333333333,0,0.569,Yes,moderate,17.935,1.073,1.194,1.281,19.251,22.976,3.726,19.355
2015-03-05,Mildura,12,6.067,18.164,1.0,0,0.002,No,low,20.019,1.22,1.0,1.22,24.423,24.423,0.0,0.0
2010-12-05,MountGinini,8,2.363,8.334,0.3333333333333333,1,0.423,No,moderate,10.89,1.253,1.098,1.376,13.649,14.989,1.34,9.815
2009-12-15,Ballarat,10,5.236,26.646,0.8333333333333334,0,0.026,No,low,22.46,1.183,1.0,1.183,26.577,26.577,0.0,0.0
2016-07-06,MountGinini,10,7.446,21.515,0.3333333333333333,0,0.863,Yes,very_high,23.288,1.073,1.427,1.532,24.996,35.673,10.677,42.716
2009-06-16,PearceRAAF,9,2.339,9.56,0.16666666666666666,1,0.154,No,low,11.373,1.217,1.0,1.217,13.837,13.837,0.0,0.0
2010-07-24,Perth,11,1.0,6.852,0.5,0,0.234,No,low,8.428,1.11,1.008,1.119,9.355,9.428,0.073,0.778
2016-02-13,Witchcliffe,17,8.732,20.571,0.6666666666666666,1,0.023,No,low,24.628,1.327,1.0,1.327,32.673,32.673,0.0,0.0
2009-02-17,Perth,8,1.864,10.811,0.5,1,0.173,No,low,11.257,1.29,1.0,1.29,14.522,14.522,0.0,0.0
2016-06-27,WaggaWagga,21,3.086,12.686,0.0,0,0.324,No,low,13.695,1.0,1.045,1.045,13.695,14.306,0.611,4.46
2012-05-17,Cobar,21,7.309,29.643,0.5,0,0.01,No,low,26.517,1.11,1.0,1.11,29.433,29.433,0.0,0.0
2017-04-11,Melbourne,13,2.242,6.571,0.6666666666666666,0,0.655,Yes,high,9.987,1.147,1.257,1.441,11.452,14.396,2.944,25.712
2015-01-04,SydneyAirport,9,8.353,27.344,0.5,1,0.819,Yes,very_high,26.962,1.29,1.389,1.792,34.781,48.325,13.544,38.942
2009-10-13,Williamtown,15,2.751,10.645,0.5,0,0.104,No,low,12.385,1.11,1.0,1.11,13.747,13.747,0.0,0.0
2010-06-12,SalmonGums,19,2.49,6.696,0.16666666666666666,1,0.222,No,low,10.374,1.217,1.004,1.222,12.622,12.678,0.056,0.443
2013-04-30,Albury,17,1.821,7.636,0.3333333333333333,1,0.046,No,low,9.865,1.253,1.0,1.253,12.365,12.365,0.0,0.0
2014-10-05,PearceRAAF,19,2.77,9.582,0.16666666666666666,1,0.849,Yes,very_high,11.964,1.217,1.415,1.722,14.557,20.598,6.041,41.5
2011-12-03,Cairns,14,6.685,17.601,0.16666666666666666,0,0.747,Yes,high,20.617,1.037,1.329,1.378,21.373,28.402,7.029,32.889
2017-05-28,Sydney,16,3.087,14.243,0.3333333333333333,1,0.525,Yes,moderate,14.349,1.253,1.163,1.457,17.984,20.911,2.927,16.275
2014-06-14,Nuriootpa,8,8.755,20.91,0.0,1,0.695,Yes,high,24.801,1.18,1.288,1.52,29.265,37.691,8.426,28.794
2012-03-31,MountGinini,18,4.689,15.129,0.3333333333333333,1,0.059,No,low,16.885,1.253,1.0,1.253,21.162,21.162,0.0,0.0
2014-05-31,Sale,7,4.976,11.694,0.0,1,0.548,Yes,moderate,15.829,1.18,1.179,1.391,18.679,22.019,3.34,17.882
2014-07-12,Uluru,17,2.43,9.239,1.0,1,0.001,No,low,11.361,1.4,1.0,1.4,15.905,15.905,0.0,0.0
2012-01-18,CoffsHarbour,19,9.576,24.842,0.6666666666666666,1,0.732,Yes,high,27.561,1.327,1.317,1.747,36.565,48.149,11.584,31.681
2014-01-09,Nhil,6,7.485,18.769,0.6666666666666666,0,0.069,No,low,22.187,1.147,1.0,1.147,25.441,25.441,0.0,0.0
2012-02-28,Launceston,16,7.35,19.646,0.5,1,0.096,No,low,22.374,1.29,1.0,1.29,28.862,28.862,0.0,0.0
2013-08-03,Katherine,5,4.079,17.524,0.3333333333333333,0,0.001,No,low,17.067,1.073,1.0,1.073,18.318,18.318,0.0,0.0
2013-03-15,Cairns,18,1.63,8.934,0.16666666666666666,1,0.264,No,low,10.153,1.217,1.018,1.239,12.353,12.58,0.227,1.835
2013-07-14,PearceRAAF,5,5.159,17.27,0.16666666666666666,0,0.606,Yes,high,18.418,1.037,1.22,1.265,19.093,23.302,4.208,22.04
2015-09-17,Uluru,21,6.502,13.747,1.0,0,0.003,No,low,18.751,1.22,1.0,1.22,22.876,22.876,0.0,0.0
2011-06-23,Watsonia,6,6.544,18.62,0.3333333333333333,0,0.885,Yes,very_high,20.855,1.073,1.446,1.552,22.384,32.372,9.988,44.621
2013-04-06,SydneyAirport,22,5.982,15.609,0.5,0,0.922,Yes,very_high,18.831,1.11,1.479,1.642,20.902,30.914,10.012,47.898
2015-05-10,Mildura,19,5.819,15.699,1.0,1,0.519,Yes,moderate,18.649,1.4,1.159,1.622,26.109,30.256,4.147,15.884
2014-03-03,MountGinini,16,2.741,9.232,0.3333333333333333,1,0.127,No,low,11.777,1.253,1.0,1.253,14.76,14.76,0.0,0.0
2015-11-12,Bendigo,18,2.846,9.799,1.0,1,0.489,No,moderate,12.158,1.4,1.139,1.594,17.021,19.383,2.363,13.882
2014-12-25,Richmond,18,1.836,11.117,1.0,1,0.843,Yes,very_high,11.348,1.4,1.41,1.973,15.887,22.393,6.506,40.951
2008-09-04,Darwin,21,8.819,17.176,1.0,0,0.17,No,low,23.319,1.22,1.0,1.22,28.449,28.449,0.0,0.0
2012-04-18,Newcastle,8,14.071,37.57,0.5,1,0.992,Yes,very_high,38.976,1.29,1.543,1.99,50.278,77.57,27.292,54.281
2013-10-08,Cairns,16,22.455,47.403,0.16666666666666666,1,0.054,No,low,54.424,1.217,1.0,1.217,66.215,66.215,0.0,0.0
2009-10-29,Mildura,5,5.402,16.007,1.0,0,0.012,No,low,18.216,1.22,1.0,1.22,22.224,22.224,0.0,0.0
2014-01-03,Watsonia,16,5.829,16.932,0.3333333333333333,1,0.417,No,moderate,19.18,1.253,1.095,1.372,24.04,26.314,2.274,9.461
2012-09-23,NorfolkIsland,7,4.196,14.806,1.0,1,0.864,Yes,very_high,16.083,1.4,1.428,1.999,22.516,32.152,9.636,42.798
2011-12-28,SalmonGums,15,5.346,22.382,0.16666666666666666,0,0.048,No,low,20.817,1.037,1.0,1.037,21.58,21.58,0.0,0.0
2013-07-15,WaggaWagga,15,2.235,10.456,0.0,0,0.806,Yes,very_high,11.609,1.0,1.378,1.378,11.609,15.994,4.385,37.772
2008-11-14,Sydney,13,4.136,13.317,0.3333333333333333,0,0.481,No,moderate,15.376,1.073,1.134,1.217,16.504,18.71,2.206,13.364
2017-04-25,Dartmoor,14,2.507,8.556,0.8333333333333334,0,0.985,Yes,very_high,11.177,1.183,1.536,1.817,13.227,20.313,7.086,53.577
2015-03-21,Cobar,18,3.763,15.721,0.5,1,0.013,No,low,15.883,1.29,1.0,1.29,20.489,20.489,0.0,0.0
2014-12-17,Perth,19,2.677,9.969,0.5,1,0.109,No,low,12.0,1.29,1.0,1.29,15.481,15.481,0.0,0.0
2016-09-24,NorahHead,13,6.504,19.558,0.8333333333333334,0,0.569,Yes,moderate,21.195,1.183,1.194,1.413,25.08,29.938,4.858,19.37
2009-11-06,Darwin,16,7.04,14.314,1.0,1,0.42,No,moderate,19.716,1.4,1.097,1.535,27.602,30.267,2.665,9.656
2016-11-25,MountGinini,21,5.711,18.677,0.3333333333333333,0,0.038,No,low,19.754,1.073,1.0,1.073,21.202,21.202,0.0,0.0
2016-12-17,Bendigo,6,2.855,10.453,1.0,0,0.033,No,low,12.445,1.22,1.0,1.22,15.182,15.182,0.0,0.0
2014-12-23,Cairns,6,1.729,8.955,0.16666666666666666,0,0.328,No,low,10.295,1.037,1.046,1.085,10.672,11.168,0.495,4.639
2008-12-28,Hobart,5,7.091,17.652,0.16666666666666666,0,0.615,Yes,high,21.186,1.037,1.226,1.271,21.963,26.937,4.974,22.646
2009-04-11,Perth,17,4.672,17.306,0.5,1,0.274,No,low,17.776,1.29,1.022,1.319,22.931,23.438,0.508,2.214
2013-06-27,Nhil,12,1.0,6.491,0.6666666666666666,0,0.067,No,low,8.276,1.147,1.0,1.147,9.49,9.49,0.0,0.0
2012-11-18,Sale,18,5.13,14.475,0.0,1,0.975,Yes,very_high,17.205,1.18,1.527,1.802,20.302,31.005,10.703,52.719
2010-06-28,Darwin,17,5.858,20.405,1.0,1,0.04,No,low,20.678,1.4,1.0,1.4,28.949,28.949,0.0,0.0
2017-06-14,Katherine,9,1.264,5.854,0.3333333333333333,1,0.005,No,low,8.365,1.253,1.0,1.253,10.484,10.484,0.0,0.0
2011-08-05,Wollongong,20,6.578,15.64,0.8333333333333334,0,0.072,No,low,19.648,1.183,1.0,1.183,23.251,23.251,0.0,0.0
2009-03-31,Melbourne,18,1.447,7.595,0.6666666666666666,1,0.059,No,low,9.344,1.327,1.0,1.327,12.396,12.396,0.0,0.0
2012-05-16,Albany,8,2.621,8.86,0.16666666666666666,1,0.72,Yes,high,11.46,1.217,1.307,1.591,13.943,18.228,4.285,30.732
2011-08-29,MountGinini,10,1.456,6.92,0.3333333333333333,0,0.135,No,low,9.072,1.073,1.0,1.073,9.737,9.737,0.0,0.0
2010-07-21,PearceRAAF,9,2.411,10.143,0.16666666666666666,1,0.006,No,low,11.715,1.217,1.0,1.217,14.254,14.254,0.0,0.0
2014-06-25,SydneyAirport,7,1.742,8.927,0.5,1,0.015,No,low,10.301,1.29,1.0,1.29,13.288,13.288,0.0,0.0
